key,old_split,new_split,video_id,artist,title,song_id,mood,lyrics_ok,folder
exciting_ORG_EXT(133),train,test,exciting_ORG_EXT(133),BTS,Just One Day,bts::just one day,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(135),train,test,exciting_ORG_EXT(135),SHINee,Lucifer,shinee::lucifer,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(157),train,test,exciting_ORG_EXT(157),BIGBANG,FANTASTIC BABY,bigbang::fantastic baby,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(159),train,test,exciting_ORG_EXT(159),TWICE,TT,twice::tt,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(161),train,test,exciting_ORG_EXT(161),Trouble Maker,Trouble Maker,trouble maker::trouble maker,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(189),train,test,exciting_ORG_EXT(189),French Montana,Unforgettable (Latin Remix),french montana::unforgettable (latin remix),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(201),val,test,exciting_ORG_EXT(201),Bri Heart & Jervy Hou,Good Time,bri heart & jervy hou::good time,exciting,0,Dataset1/DS1_VAL_MATCH/
exciting_ORG_EXT(242),train,test,exciting_ORG_EXT(242),Kodaline,Perfect World,kodaline::perfect world,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(30),train,test,exciting_ORG_EXT(30),The Polyphonic Spree,Soldier Girl (Radio Edit),the polyphonic spree::soldier girl (radio edit),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(315),train,test,exciting_ORG_EXT(315),Benny Dayal,"Lat Lag Gayee (From ""Race 2"")","benny dayal::lat lag gayee (from ""race 2"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(351),train,test,exciting_ORG_EXT(351),Yashita Sharma,Lapak Jhapak,yashita sharma::lapak jhapak,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(353),train,test,exciting_ORG_EXT(353),Ishita,Baby Ko Bass Pasand Hai,ishita::baby ko bass pasand hai,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(78),train,test,exciting_ORG_EXT(78),LMFAO,Party Rock Medley,lmfao::party rock medley,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(84),train,test,exciting_ORG_EXT(84),Joy,Touch by Touch,joy::touch by touch,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(15),train,test,exciting_REVIEW_EXT(15),Miranda Cosgrove,Dancing Crazy,miranda cosgrove::dancing crazy,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(29),train,test,exciting_REVIEW_EXT(29),Blow Cox,Wahio (Plaisir Remix Club Mix),blow cox::wahio (plaisir remix club mix),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(45),train,test,exciting_REVIEW_EXT(45),Jothalar Yankó,Memórias 100 Voz,jothalar yankó::memórias 100 voz,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(55),train,test,exciting_REVIEW_EXT(55),Alain Ramanisum,Sega sexy,alain ramanisum::sega sexy,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(72),train,test,exciting_REVIEW_EXT(72),Robert Randolph & The Family Band,Ain't Nothing Wrong with That,robert randolph & the family band::ain't nothing wrong with that,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(85),train,test,exciting_REVIEW_EXT(85),Tucca Limah,Maria Chuteira,tucca limah::maria chuteira,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(9),train,test,exciting_REVIEW_EXT(9),FTISLAND,Flower Rock,ftisland::flower rock,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(91),train,test,exciting_REVIEW_EXT(91),Dj Nau/Dj Serna,Voight-Kampff (Original Mix),dj nau/dj serna::voight-kampff (original mix),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(98),train,test,exciting_REVIEW_EXT(98),Gotham Bros,Smile Is Trance,gotham bros::smile is trance,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(14),train,test,exciting_REVIEW_EXT_Q2(14),Jonas Brothers,6 Minutes,jonas brothers::6 minutes,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(30),train,test,exciting_REVIEW_EXT_Q2(30),Seringai,Gaza,seringai::gaza,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(34),train,test,exciting_REVIEW_EXT_Q2(34),Naomi Sharon,Another Life (Marten Lou Remix),naomi sharon::another life (marten lou remix),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(20)-4-of-8,test,test,exciting_TEST_EXT(20),Neha Kakkar,"Aankh Marey (From ""Simmba"")","neha kakkar::aankh marey (from ""simmba"")",exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_MIX(9)-6-of-7,val,test,exciting_TEST_MIX(9),Kaoma,Lambada,kaoma::lambada,exciting,1,Dataset1/DS1_VAL_MATCH/
exciting_TEST_MV(28)-2-of-7,train,test,exciting_TEST_MV(28),Sia,Cheap Thrills Remix,sia::cheap thrills remix,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(53)-8-of-9,train,test,exciting_TEST_MV(53),Missy Elliott,Throw It Back,missy elliott::throw it back,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(88)-3-of-8,train,test,exciting_TEST_MV(88),Cheryl Cole,Fight For This Love,cheryl cole::fight for this love,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_RELX(15)-7-of-9,train,test,exciting_TEST_RELX(15),Enrique Iglesias,Bailando,enrique iglesias::bailando,exciting,1,Dataset1/DS1_TRAIN_MATCH/
fear_150,train,test,fear_150,Fear Factory,Fear Campaign,fear factory::fear campaign,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_160,train,test,fear_160,Sopros,a ordem dos fatores não muda o resultado (feat. spookyss),sopros::a ordem dos fatores não muda o resultado (feat. spookyss),fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_57,train,test,fear_57,Soulfly,Seek 'N' Strike,soulfly::seek 'n' strike,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_DEAP_DB_HR(14),train,test,fear_DEAP_DB_HR(14),Grace Jones,Corporate Cannibal,grace jones::corporate cannibal,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_DEAP_DP_TENSxx(9),train,test,fear_DEAP_DP_TENSxx(9),Blur,Song 2 (2012 Remaster),blur::song 2 (2012 remaster),fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_FEAR_TEST(1)-4-of-10,val,test,fear_FEAR_TEST(1),Arch Enemy,The Eagle Flies Alone,arch enemy::the eagle flies alone,fear,1,Dataset1/DS1_VAL_MATCH/
fear_FEAR_TEST(17)-3-of-7,val,test,fear_FEAR_TEST(17),Suicide Silence,You Only Live Once,suicide silence::you only live once,fear,1,Dataset1/DS1_VAL_MATCH/
fear_FEAR_TEST(2)-2-of-8,train,test,fear_FEAR_TEST(2),Butcher Babies,Monsters Ball,butcher babies::monsters ball,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_FEAR_TEST(5)-6-of-8,val,test,fear_FEAR_TEST(5),Cripper,Animal of Prey,cripper::animal of prey,fear,1,Dataset1/DS1_VAL_MATCH/
fear_FEAR_TEST(7)-4-of-12,val,test,fear_FEAR_TEST(7),Eleine,Enemies,eleine::enemies,fear,1,Dataset1/DS1_VAL_MATCH/
fear_FINAL_DL_Fearr(14),train,test,fear_FINAL_DL_Fearr(14),Charlie Clouser,Quiet Nina (Remix of Breath Roomfrom Saw VI) - remix,charlie clouser::quiet nina (remix of breath roomfrom saw vi) - remix,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_FINAL_DL_Fearr(23),train,test,fear_FINAL_DL_Fearr(23),Billie Eilish,bury a friend,billie eilish::bury a friend,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_FINAL_DL_Fearr(25),train,test,fear_FINAL_DL_Fearr(25),Die Antwoord,U Like Boobies?,die antwoord::u like boobies?,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_FINAL_DL_Fearr(31),val,test,fear_FINAL_DL_Fearr(31),System of a Down,Spiders,system of a down::spiders,fear,1,Dataset1/DS1_VAL_MATCH/
fear_FINAL_DL_Fearr(46),test,test,fear_FINAL_DL_Fearr(46),A Perfect Circle,Judith,a perfect circle::judith,fear,1,Dataset1/DS1_TEST_MATCH/
fear_FINAL_FEAR(1),train,test,fear_FINAL_FEAR(1),SKYND,Gary Heidnik (feat. Jonathan Davis),skynd::gary heidnik (feat. jonathan davis),fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_FINAL_FEAR(11),train,test,fear_FINAL_FEAR(11),V.A,Dân Vũ Lớp 10A5,v.a::dân vũ lớp 10a5,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_FINAL_FEAR(13),train,test,fear_FINAL_FEAR(13),Rockwell,Somebody's Watching Me,rockwell::somebody's watching me,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_FINAL_FEAR(22),train,test,fear_FINAL_FEAR(22),Lil Flop,"Run Away, Run Away, Run Away","lil flop::run away, run away, run away",fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_LLT_DL(11)-4-of-7,val,test,fear_LLT_DL(11),My Chemical Romance,Helena,my chemical romance::helena,fear,1,Dataset1/DS1_VAL_MATCH/
fear_LLT_DL(14)-4-of-9,train,test,fear_LLT_DL(14),Crucified Barbara,Rock Me Like The Devil,crucified barbara::rock me like the devil,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_LLT_DL(6)-2-of-8,train,test,fear_LLT_DL(6),Muse,Supermassive Black Hole (Twilight Soundtrack Version),muse::supermassive black hole (twilight soundtrack version),fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_LLT_FEAR(4)-2-of-9,val,test,fear_LLT_FEAR(4),ONE OK ROCK,Deeper Deeper,one ok rock::deeper deeper,fear,1,Dataset1/DS1_VAL_MATCH/
fear_LLT_HRR(0),train,test,fear_LLT_HRR(0),Straight Line Stitch,Black Veil,straight line stitch::black veil,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_LLT_HRR(27),train,test,fear_LLT_HRR(27),No Smoke,TipToe,no smoke::tiptoe,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_FEAR(117),train,test,fear_ORG_FEAR(117),Dubstep,Amazing Top Dubstep,dubstep::amazing top dubstep,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_FEAR(122),train,test,fear_ORG_FEAR(122),Korn,Insane,korn::insane,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_FEAR(144),train,test,fear_ORG_FEAR(144),Rammstein,MEIN TEIL,rammstein::mein teil,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_FEAR(186),val,test,fear_ORG_FEAR(186),Disturbed,Stupify,disturbed::stupify,fear,1,Dataset1/DS1_VAL_MATCH/
fear_ORG_FEAR(206),test,test,fear_ORG_FEAR(206),Candy Moment,Now and Then,candy moment::now and then,fear,0,Dataset1/DS1_TEST_MATCH/
fear_ORG_FEAR(227),train,test,fear_ORG_FEAR(227),Karin Park,Fryngies,karin park::fryngies,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_FEAR(62),train,test,fear_ORG_FEAR(62),The Cure,Lullaby,the cure::lullaby,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_RLX(299),train,test,fear_ORG_RLX(299),Bastille,World Gone Mad,bastille::world gone mad,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_TENS(355),train,test,fear_ORG_TENS(355),The Nearly Deads,Revenge,the nearly deads::revenge,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_ORG_TENS(356),train,test,fear_ORG_TENS(356),She Wants Revenge,Tear You Apart,she wants revenge::tear you apart,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_RELX_MEA(3)-4-of-9,train,test,fear_RELX_MEA(3),Autumn's Grey Solace,Sáwol,autumn's grey solace::sáwol,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_REVIEW_FEAR(10),train,test,fear_REVIEW_FEAR(10),Weighed In The Balance,Orphans,weighed in the balance::orphans,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_REVIEW_FEAR(18),train,test,fear_REVIEW_FEAR(18),Die So Fluid,Comets,die so fluid::comets,fear,0,Dataset1/DS1_TRAIN_MATCH/
fear_REVIEW_FEAR(20),val,test,fear_REVIEW_FEAR(20),Cultura Tres,Es Mi Sangre,cultura tres::es mi sangre,fear,0,Dataset1/DS1_VAL_MATCH/
fear_REVIEW_FEAR(42),train,test,fear_REVIEW_FEAR(42),Symphony X,The Serpent's Kiss,symphony x::the serpent's kiss,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_REVIEW_FEAR(7),val,test,fear_REVIEW_FEAR(7),Live,I Alone,live::i alone,fear,1,Dataset1/DS1_VAL_MATCH/
fear_TENS_HE(73)-4-of-10,train,test,fear_TENS_HE(73),ONE OK ROCK,Kanzen kankaku Dreamer,one ok rock::kanzen kankaku dreamer,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_TEST_FEAR(1)-6-of-8,test,test,fear_TEST_FEAR(1),Sepultura,Roots Bloody Roots,sepultura::roots bloody roots,fear,1,Dataset1/DS1_TEST_MATCH/
fear_TEST_FEAR(7)-7-of-8,test,test,fear_TEST_FEAR(7),Black Veil Brides,In the End,black veil brides::in the end,fear,1,Dataset1/DS1_TEST_MATCH/
fear_TEST_FEAR(8)-5-of-10,train,test,fear_TEST_FEAR(8),Bullet For My Valentine,Tears Don't Fall (Album Edit),bullet for my valentine::tears don't fall (album edit),fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_TEST_MV(62)-5-of-8,train,test,fear_TEST_MV(62),Mushroomhead,Qwerty,mushroomhead::qwerty,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_TEST_MV(64)-2-of-7,train,test,fear_TEST_MV(64),Mushroomhead,Graveyard Du Jour,mushroomhead::graveyard du jour,fear,1,Dataset1/DS1_TRAIN_MATCH/
fear_TEST_MV(66)-2-of-8,val,test,fear_TEST_MV(66),Mushroomhead,Out of My Mind,mushroomhead::out of my mind,fear,1,Dataset1/DS1_VAL_MATCH/
fear_TEST_TENS_NN(11)-6-of-8,train,test,fear_TEST_TENS_NN(11),Rammstein,Ich tu dir weh (Radio Edit),rammstein::ich tu dir weh (radio edit),fear,1,Dataset1/DS1_TRAIN_MATCH/
relax_114,train,test,relax_114,Erkin Abdulla,Dude,erkin abdulla::dude,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_13,train,test,relax_13,Mocidade Independente De Padre Miguel,Elza Deusa Soares,mocidade independente de padre miguel::elza deusa soares,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_149,train,test,relax_149,Nripesh Upreti,Barilai Male Duet,nripesh upreti::barilai male duet,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_24,train,test,relax_24,Bodhi Satva,Tarian Seribu,bodhi satva::tarian seribu,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_26,train,test,relax_26,M. M. Keeravaani,Baahubali 2 The Conclusion - Medley By Ateetam,m. m. keeravaani::baahubali 2 the conclusion - medley by ateetam,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_36,train,test,relax_36,Btrenta Classic,Taiko Polser,btrenta classic::taiko polser,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_81,train,test,relax_81,KıvılcımXL,Patlamaya devam PHONK,kıvılcımxl::patlamaya devam phonk,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_FINAL_DL_Relx(103),train,test,relax_FINAL_DL_Relx(103),Royal Philharmonic Orchestra,The Pines of Rome (I pini di Roma). II. The Pines Near a Catacomb [Pinien von Rom / Les pins de Rome],royal philharmonic orchestra::the pines of rome (i pini di roma). ii. the pines near a catacomb [pinien von rom / les pins de rome],relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_FINAL_DL_Relx(118),val,test,relax_FINAL_DL_Relx(118),Two Steps from Hell,Black Blade (Instrumental),two steps from hell::black blade (instrumental),relax,0,Dataset1/DS1_VAL_MATCH/
relax_FINAL_Relx_DL_Relx(20),train,test,relax_FINAL_Relx_DL_Relx(20),David Rose,Someone To Watch Over Me,david rose::someone to watch over me,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_FINAL_Relx_DL_Relx(27),train,test,relax_FINAL_Relx_DL_Relx(27),Auli,Metens,auli::metens,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_FINAL_Relx_DL_Relx(58),train,test,relax_FINAL_Relx_DL_Relx(58),Sir Adrian Boult,Saint John's Night on Bald Mountain,sir adrian boult::saint john's night on bald mountain,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_FINAL_Relx_DL_Relx(71),val,test,relax_FINAL_Relx_DL_Relx(71),Fabio Cinti,Non è facile a dirsi,fabio cinti::non è facile a dirsi,relax,0,Dataset1/DS1_VAL_MATCH/
relax_LLT_COLLT_RLX(20),val,test,relax_LLT_COLLT_RLX(20),Shabl1,See You Again 2024 (Chinese Remix),shabl1::see you again 2024 (chinese remix),relax,0,Dataset1/DS1_VAL_MATCH/
relax_LLT_COLLT_RLX(35),train,test,relax_LLT_COLLT_RLX(35),To Relaxing,Meditacion para activar el cuerpo,to relaxing::meditacion para activar el cuerpo,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_LLT_COLLT_RLX(43),train,test,relax_LLT_COLLT_RLX(43),Geova Eucarin,Despacito,geova eucarin::despacito,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_NEUTRAL(80),train,test,relax_ORG_NEUTRAL(80),Air,All I Need (feat. Beth Hirsch),air::all i need (feat. beth hirsch),relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(117),train,test,relax_ORG_RLX(117),Tamileelam1976,Seventh Day Of Thileepan Anna's Hungerstrike,tamileelam1976::seventh day of thileepan anna's hungerstrike,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(124),train,test,relax_ORG_RLX(124),Eitetsu,shibuki,eitetsu::shibuki,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(127),train,test,relax_ORG_RLX(127),Shabl1,Bad Apple,shabl1::bad apple,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(130),train,test,relax_ORG_RLX(130),Nguyễn Đình Dũng,Golden Heart,nguyễn đình dũng::golden heart,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(131),train,test,relax_ORG_RLX(131),Nusrat Fateh Ali Khan,Yeh Jo Halka Halka Saroor - Live Version,nusrat fateh ali khan::yeh jo halka halka saroor - live version,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(202),train,test,relax_ORG_RLX(202),Mrm Team,The Yoga,mrm team::the yoga,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(205),val,test,relax_ORG_RLX(205),Mrm Team,Water,mrm team::water,relax,0,Dataset1/DS1_VAL_MATCH/
relax_ORG_RLX(215),train,test,relax_ORG_RLX(215),Krafttanken Radio,Deep dive 4,krafttanken radio::deep dive 4,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(216),val,test,relax_ORG_RLX(216),Relaxing Music,Cosmic Calm,relaxing music::cosmic calm,relax,0,Dataset1/DS1_VAL_MATCH/
relax_ORG_RLX(217),train,test,relax_ORG_RLX(217),Relaxing Music,Close Your Eyes,relaxing music::close your eyes,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(223),train,test,relax_ORG_RLX(223),Yellow Brick Cinema,Calming Flute Music 2089,yellow brick cinema::calming flute music 2089,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(229),train,test,relax_ORG_RLX(229),Relaxing Music,at 14,relaxing music::at 14,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(244),val,test,relax_ORG_RLX(244),Covert23 Vs. Quartz,Lost (Original Mix),covert23 vs. quartz::lost (original mix),relax,0,Dataset1/DS1_VAL_MATCH/
relax_ORG_RLX(246),train,test,relax_ORG_RLX(246),Shubha Mudgal,RAAG BHIMPALASI,shubha mudgal::raag bhimpalasi,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(267),train,test,relax_ORG_RLX(267),Rattan Mohan Sharma,Mayi Mero Mann,rattan mohan sharma::mayi mero mann,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(29),train,test,relax_ORG_RLX(29),TimmyDzi,Bắc Tiến,timmydzi::bắc tiến,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(290),train,test,relax_ORG_RLX(290),mazzaj,موسيقى هنديه,mazzaj::موسيقى هنديه,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(30),train,test,relax_ORG_RLX(30),Ara Malikian,Pulp Fiction Theme,ara malikian::pulp fiction theme,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(305),train,test,relax_ORG_RLX(305),Jagjit Singh,Babul Mora / Baju Band Khul Khul Gaye,jagjit singh::babul mora / baju band khul khul gaye,relax,1,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(306),train,test,relax_ORG_RLX(306),Vikash Singh 1n,Life Line Motives,vikash singh 1n::life line motives,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(307),train,test,relax_ORG_RLX(307),Bolofofos,De Novo,bolofofos::de novo,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(34),val,test,relax_ORG_RLX(34),Vidwan Umayalpuram K,UDUPA MUSIC FESTIVAL,vidwan umayalpuram k::udupa music festival,relax,0,Dataset1/DS1_VAL_MATCH/
relax_ORG_RLX(44),train,test,relax_ORG_RLX(44),Al Vicky Artis,The Love Story,al vicky artis::the love story,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(65),train,test,relax_ORG_RLX(65),Karin Leitner,My Heart Will Go On (Titanic),karin leitner::my heart will go on (titanic),relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(67),train,test,relax_ORG_RLX(67),Carles Souza,Dark Snike,carles souza::dark snike,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(72),train,test,relax_ORG_RLX(72),Hans Zimmer,Interstellar Medley,hans zimmer::interstellar medley,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(81),train,test,relax_ORG_RLX(81),Cloudy Comfort,Dreamy Cafe Conversations,cloudy comfort::dreamy cafe conversations,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_ORG_RLX(90),train,test,relax_ORG_RLX(90),Aviral kapasia,Dandelion Wishes,aviral kapasia::dandelion wishes,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_REVIEW_EXT(00),train,test,relax_REVIEW_EXT(00),Alexander Rybak,Roll With The Wind,alexander rybak::roll with the wind,relax,1,Dataset1/DS1_TRAIN_MATCH/
relax_REVIEW_RLX(0),train,test,relax_REVIEW_RLX(0),MAKAVELI INSTRUMENTALS,crossfade,makaveli instrumentals::crossfade,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_REVIEW_RLX(10),train,test,relax_REVIEW_RLX(10),MAKAVELI INSTRUMENTALS,ever listened to,makaveli instrumentals::ever listened to,relax,0,Dataset1/DS1_TRAIN_MATCH/
relax_REVIEW_RLX(15),train,test,relax_REVIEW_RLX(15),Classical Piano Playlist,Ethereal Resonance with Whiskered Companions: Piano's Touch,classical piano playlist::ethereal resonance with whiskered companions: piano's touch,relax,0,Dataset1/DS1_TRAIN_MATCH/
